"Name","Classification","Homepage","SocialMedia","Locality","Lat","Lng","Address","Country","Description","SupportRequest","SupportOffer","Hotline","Tags","Notes","ListingSource","ListingSourceId","ListingSourceUpdated"
"Vermont Mutual Aid","","https://www.pjcvt.org/mutual-aid-and-other-resources-related-to-covid-19/?fbclid=IwAR0faU4LHRpiLwIgBDFXOXZxxEzdILAgnDYn1VnVDRKlPk1IajIPOrCffZ4","https://www.facebook.com/PJCVermont","Vermont",43.987126,-72.717293,,,"Contains information for all vermont areas of aid and contact information.",,,"(802) 863-2345","","","Reach4Help",,"2020-04-01"
"Virginia / Hampton Roads: Corona Aid 757","","http://coronaaid757.com/","https://www.facebook.com/groups/510830746536540","Norfolk, Virginia",36.846224,-76.284361,,,,"https://docs.google.com/forms/d/e/1FAIpQLSd9YBCXcnk-vLWVWhMcVgxFm0clrTKKVmli_qVsbpn4ncUQCA/viewform","https://docs.google.com/forms/d/e/1FAIpQLSdmxE431orW5JZSS6kNWbGlExB8aasGodccb3aIKatxTMB2lg/viewform","(757) 598-1480","","","Reach4Help",,"2020-04-01"
"Northern Va COVID-19 Craziness Supply Exchange","FacebookMutualAid","https://www.facebook.com/groups/1025571771159434","https://www.facebook.com/groups/1025571771159434","Northern Virginia",38.896749,-77.260354,,,"This group is for people located in Northern Virginia to join and post if they are in need of supplies or food. anything from diapers to soap to bread and milk... some of us may have more than we need of something and be running out of other things. if you have extras your willing to part with the actual value of the item and not for profit or for trade ..if you see grocery stores that have supplies, or if you are in need of anything at all..especially if you or someone you know has nothing to eat or an elderly person in need . please post here.
this is a friendly no judgement zone.
if you are shy or embarrassed to post something you need. Direct Message me Rachel Picon and I will find a way to get you whatever it is :)
please invite your friends in the northern va region to join! the more people sticking together the better!!
stay safe and be well! and remember we are not alone!",,,,"","","Reach4Help",,"2020-04-01"
"Corona Aid 757","","http://coronaaid757.com/","https://www.facebook.com/groups/510830746536540","Baltimore, Maryland",39.17,-76.37,,,"Helping Hampton Roads Weather the COVID19 Crisis 
We are a group of autonomous disaster relief workers attempting to alleviate stress and slow/stop the spread of Coronavirus/COVID-19 in our community. If you are in need of assistance with groceries and medical supplies, physical and mental health check-ins, or any other type of errand, follow this link to submit a request.
If you are a low-risk individual with transportation and time to spare, sign up here to help the more vulnerable members of our community.","https://docs.google.com/forms/d/e/1FAIpQLSd9YBCXcnk-vLWVWhMcVgxFm0clrTKKVmli_qVsbpn4ncUQCA/viewform","http://coronaaid757.com/donate/","+1 757 598 1480","","","Reach4Help",,"2020-04-01"
"Virginia / Staughton, Augusta, and Waynesboro: Mutual Aid Infrastructure","","http://mutualaidsaw.com/","https://www.facebook.com/groups/210048547033677/?ref=share","Augusta, Virginia",38.14915,-79.122097,,,,"https://docs.google.com/forms/d/1SPMd2Snkinm_s8Y2_iolKHtVyIkDiVILnQA0f80bNkQ/viewform?fbclid=IwAR1DT1OGSRAdH3xSDQnLl3F5bLqili44-dMqnZMRdJ42xPEc9W-R1oDXA2s&edit_requested=true","https://docs.google.com/forms/d/1LCFpKO3ueODpfdrWASaWEYk0UzXqSMAv1RxV3UNffpE/viewform?fbclid=IwAR2Ls5KTCTWAedhj_nci9BpLIq1sRDj7K8FYUIfT4i1n_CxS96XuJO2U7o8&edit_requested=true",,"","","Reach4Help",,"2020-04-01"
"Seattle Artist Relief Fund Amid COVID-19","","https://www.gofundme.com/f/for-artists","www.facebook.com/groups/555635161739149/ ","Seattle, Washington",47.602591,-122.333826,,,,"https://www.surveymonkey.com/r/LHJNLQV","https://www.gofundme.com/f/for-artists",,"","","Reach4Help",,"2020-04-01"
"Washington / South Seattle and Eastside: COVID-19","","https://www.gofundme.com/f/covid19-eastside-survival-fund","www.facebook.com/groups/555635161739149/ ","Southside Seattle, Washington",47.563911,-122.331661,,,,"https://docs.google.com/forms/d/e/1FAIpQLSdFzVouVJHJ2jRyrR90zDRr7iV-nPJZHjKBTKVYuobP29BZ5g/viewform","https://www.gofundme.com/f/covid19-eastside-survival-fund",,"","","Reach4Help",,"2020-04-01"
"GLP SANI: Sex Worker Aid Network Initiative","","https://www.gofundme.com/f/hzudk7",,"Seattle, Washington",47.602591,-122.333826,,,,,,,"","","Reach4Help",,"2020-04-01"
"Seattle Area COVID-19","","https://docs.google.com/document/u/2/d/101hAWGpF4kowM1k2KkHgY5yjpKTvErCGa2FTEg3mGu4/mobilebasic?urp=gmail_link","https://www.facebook.com/covid19mutualaid","Seattle Area, Washington",47.602591,-122.333826,,,,"https://docs.google.com/forms/d/e/1FAIpQLSdgbAX21UARi98rKKX6b6mpvpVHW4b63F2n2beJlHielcdU2Q/viewform?fbclid=IwAR1EuVigIGNylglDtL-vTHlOM3WRhVnmzn-fBpfuirlPiQKdUG--ToA_KDY","https://docs.google.com/forms/d/16ESS-9g9S58wpEGavsGu3aj6LnhvVYNdJJd-Qp_PfUY/viewform",,"","","Reach4Help",,"2020-04-01"
"Washington / Tacoma: Tacoma Mutual Aid Network","FacebookMutualAid","https://www.facebook.com/TacomaMutualAidCollective/","https://www.facebook.com/TacomaMutualAidCollective/","Tacoma, Washington",47.248302,-122.445154,,,,,,,"","","Reach4Help",,"2020-04-01"
"Washington / Whitman County: Whitman County COVID-19 Community Response and Recovery","FacebookMutualAid","https://www.facebook.com/groups/240389003760287/","https://www.facebook.com/groups/240389003760287/","Whitman County, Washington",46.931241,-117.509873,,,,,,,"","","Reach4Help",,"2020-04-01"
"Appleton, WI Community Care and Mutual Aid Signup","","https://docs.google.com/forms/d/e/1FAIpQLSfGdbGcq8y_fh3qS7O_HJdCLB3dr8MJYktVmdQ6--ffAWJ6cQ/viewform",,"Appleton, Wisconsin",44.256519,-88.415864,,,,"https://docs.google.com/forms/d/e/1FAIpQLSfGdbGcq8y_fh3qS7O_HJdCLB3dr8MJYktVmdQ6--ffAWJ6cQ/viewform","https://docs.google.com/forms/d/e/1FAIpQLSfGdbGcq8y_fh3qS7O_HJdCLB3dr8MJYktVmdQ6--ffAWJ6cQ/viewform",,"","","Reach4Help",,"2020-04-01"
"Wisconsin / Madison: Volunteer or Donate for Coronavirus Quarantine Support with the Madison General Defense Committee","","https://docs.google.com/forms/d/e/1FAIpQLScnpw-ScLBjjNCaPq2T0-E6GTBj3hrYJ_UVJS6_ZfH8T3WOJQ/viewform?fbclid=IwAR2ZXHalBZ6iynibcL7OrEfCivuSKH0RL30UcoR5vCn9wOQ8i4LVwBdcBGw",,"Dane County, Wisconsin",43.058324,-89.398872,,,,"https://www.google.com/url?q=https://tinyurl.com/quarantine-support&sa=D&ust=1584994208551000&usg=AFQjCNFNkqG1gNvFyiXTldi7_aLmPR6vBA","https://docs.google.com/forms/d/e/1FAIpQLScnpw-ScLBjjNCaPq2T0-E6GTBj3hrYJ_UVJS6_ZfH8T3WOJQ/viewform?fbclid=IwAR2ZXHalBZ6iynibcL7OrEfCivuSKH0RL30UcoR5vCn9wOQ8i4LVwBdcBGw",,"","","Reach4Help",,"2020-04-01"
"COVID-19 Community Needs | Laramie","FacebookMutualAid","https://www.facebook.com/groups/657547154818946","https://www.facebook.com/groups/657547154818946","Laramie, Wyoming",41.315027,-105.593089,,,,,,,"","","Reach4Help",,"2020-04-01"
"Wyoming / Cheyenne: Safe Neighbors","FacebookMutualAid","https://l.facebook.com/l.php?u=https%3A%2F%2Fm.me%2F104569204510137%3Ffbclid%3DIwAR2svFGCLTs2s2Zvc4x7vlTPcLceJq31uIsjnIzkwUvawsf2bg3VnOGAPyQ&h=AT3oq8S8FBbogI3UBs-fa7iLDb-LxK8DjpyKrEn0M1AT-gZP_FazbYqypOE-KKsibu9gssdCSttCUYmnC1lOP89UALeEk8dDnmf-inO3QmI5IMuvfC4Kt1c8-Mz8ixZZfVSmYzAh","https://www.facebook.com/Safe-Neighbors-104569204510137/","Cheyenne, Wyoming",41.133032,-104.813754,,,,"https://l.facebook.com/l.php?u=https%3A%2F%2Fm.me%2F104569204510137%3Ffbclid%3DIwAR2svFGCLTs2s2Zvc4x7vlTPcLceJq31uIsjnIzkwUvawsf2bg3VnOGAPyQ&h=AT3oq8S8FBbogI3UBs-fa7iLDb-LxK8DjpyKrEn0M1AT-gZP_FazbYqypOE-KKsibu9gssdCSttCUYmnC1lOP89UALeEk8dDnmf-inO3QmI5IMuvfC4Kt1c8-Mz8ixZZfVSmYzAh","https://l.facebook.com/l.php?u=https%3A%2F%2Fm.me%2F104569204510137%3Ffbclid%3DIwAR2svFGCLTs2s2Zvc4x7vlTPcLceJq31uIsjnIzkwUvawsf2bg3VnOGAPyQ&h=AT3oq8S8FBbogI3UBs-fa7iLDb-LxK8DjpyKrEn0M1AT-gZP_FazbYqypOE-KKsibu9gssdCSttCUYmnC1lOP89UALeEk8dDnmf-inO3QmI5IMuvfC4Kt1c8-Mz8ixZZfVSmYzAh",,"","","Reach4Help",,"2020-04-01"
"Wyoming: Wyoming COVID-19 Mutual Aid and Resource Page","","https://docs.google.com/document/d/14_GKzvsNFcs0ZHiGHwQ_2rOwIvBMqSUu6IzFwdxQFNs/edit",,"Wyoming",42.901456,-107.553939,,,,,,,"","","Reach4Help",,"2020-04-01"
"Queer Relief Covid-19 Berlin","","https://forms.gle/iS6DeGTnFj5v6cwHA",,"Berlin, Germany",52.511528,13.406853,,,,"https://docs.google.com/forms/d/e/1FAIpQLSeYAX7N5xqNqwQRRz8mBH4uL9oL23Kn60uUOwmssfE6sEg2gg/viewform","https://forms.gle/iS6DeGTnFj5v6cwHA",,"","","Reach4Help",,"2020-04-01"
"Newcastle upon Tyne Covid 19 Mutual Aid","FacebookMutualAid","https://www.facebook.com/groups/NewcastleCovid19/?ref=share","https://www.facebook.com/groups/NewcastleCovid19/?ref=share","Newcastle upon Tyne, UK",54.975601,-1.613076,,,,,,,"","","Reach4Help",,"2020-04-01"
"COVID-10 Mutual Aid UK","","https://covidmutualaid.org","https://www.facebook.com/CovidAidUK","UK",54.200981,-4.513111,,,,,,,"","","Reach4Help",,"2020-04-01"
"Refood Almada","FacebookMutualAid","https://www.facebook.com/almada.refood/","https://www.facebook.com/almada.refood/","Almada, Portugal",38.678506,-9.164985,,,,,,"+351 21 259 0467","","","Reach4Help",,"2020-04-01"
"CMA Plano de Emergência Social","","http://www.m-almada.pt/xportal/xmain?xpid=cmav2&xpgid=noticias_detalhe&noticia_detalhe_qry=BOUI=653849736&noticia_titulo_qry=BOUI=653849736","https://www.facebook.com/cmalmada/","Almada, Portugal",38.678506,-9.164985,,,,,,"+351 800 102 040","","","Reach4Help",,"2020-04-01"
"Refood","","https://www.re-food.org/","https://www.facebook.com/refoodportugal","PT",39.475803,-8.591411,,,,,,"+351 218 077 615","","","Reach4Help",,"2020-04-01"
"Refood Belém","","https://www.re-food.org/pt/nucleos/portugal/lisboa/belem","https://www.facebook.com/refood.belem/","Lisbon, Belém, Portugal",38.7026973,-9.2089478,,,,,,"+351 910 486 313","","","Reach4Help",,"2020-04-01"
"Refood Foz do Douro","","https://www.re-food.org/pt/nucleos/portugal/porto/foz-do-douro","www.facebook.com/refood.fozdodouro","Porto, Foz do Douro, Portugal",41.1675792,-8.7027557,,,,,,"+351 932 264 747","","","Reach4Help",,"2020-04-01"
