"Name","Classification","Homepage","SocialMedia","Locality","Lat","Lng","Address","Country","Description","SupportRequest","SupportOffer","Hotline","Tags","Notes","ListingSource","ListingSourceId","ListingSourceUpdated"
"Lawrence Mutual Aid Network","FacebookMutualAid","https://www.facebook.com/lfkmutual/","https://www.facebook.com/lfkmutual/","Lawrence, KS",,,,"USA","","bit.ly/LFKMutualAidRequest","bit.ly/LFKMutualAidVolunteer","","","","NA_Mutual_Aid_Networks.csv",,"2020-04-01"
"Madison Kansas Mutual Aid","FacebookMutualAid","https://www.facebook.com/groups/603411050515548/","https://www.facebook.com/groups/603411050515548/","Madison, KS",,,,"USA","","","","","","","NA_Mutual_Aid_Networks.csv",,"2020-04-01"
"Topeka Corona Care","FacebookMutualAid","https://www.facebook.com/groups/topekacoronacare/?ref=search","https://www.facebook.com/groups/topekacoronacare/?ref=search","Topeka, KS",,,,"USA","","","","","","","NA_Mutual_Aid_Networks.csv",,"2020-04-01"
"Grocery Getters Wichita","FacebookMutualAid","https://www.facebook.com/groups/199370288005766/","","Wichita, KS",,,,"USA","","","","","","","NA_Mutual_Aid_Networks.csv",,"2020-04-01"
"Wichita Metro Area Collaboration for COVID 19 Crisis","FacebookMutualAid","https://www.facebook.com/groups/645030479396753/","","Wichita, KS",,,,"USA","","","","","","","NA_Mutual_Aid_Networks.csv",,"2020-04-01"
"WMLA Mutual Aid Initiative","","https://docs.google.com/forms/d/1tK8Bl5zLnKIMlYdZSyv5840Y--IaQf7udOVtGS0E73Y/viewform?","","Wichita, KS",,,,"USA","","https://docs.google.com/forms/d/1tK8Bl5zLnKIMlYdZSyv5840Y--IaQf7udOVtGS0E73Y/viewform?","https://docs.google.com/forms/d/1d_CX3jwlA_zijE4MFM1BCO1ylwmB7m4A1nFwoEjBdE0/viewform?","","","","NA_Mutual_Aid_Networks.csv",,"2020-04-01"
"Kentucky / Lexington: Mutual Aid Lexington Kentucky","","https://docs.google.com/forms/d/e/1FAIpQLSeP4koOM1yO-tb6VicTWjZhCHTSrarceghikJROf6QL2Nc8eQ/viewform?fbclid=IwAR36e-f2AdpyseehKsQ-0NqfPLyOV-2PP0d6d3rEDgZO2O_u1ykne77n2po","https://www.facebook.com/groups/199450304659978/","Lexington, KY",,,,"USA","","","","","","","NA_Mutual_Aid_Networks.csv",,"2020-04-01"
"Kentucky / Louisville: Mutual Aid Louisville","","https://docs.google.com/forms/d/e/1FAIpQLSdoUHjttKCV5tiTNbBh5Ym5C9MwFWt9S5wFeo_Yz42jKwWALw/viewform","","Louisville, KY",,,,"USA","","","","","","","NA_Mutual_Aid_Networks.csv",,"2020-04-01"
"Youth Mutual aid fund","","https://www.kystudentenvironmentalcoalition.org/covid-19-mutual-aid.html","","all of Kentucky, London, KY",,,,"USA","","","","","","","NA_Mutual_Aid_Networks.csv",,"2020-04-01"
"AS:UU/CCC COVID-19 Kentucky Mutual Aid","","https://linktr.ee/Tettra?fbclid=IwAR1-kJGosgsxZy4pj8KeDytN7lBXwIqxpCH2ZHav_rt4CdcLgoTgRmMFGvI","https://www.facebook.com/ASUUKY/","all of Kentucky, Louisville, KY",,,,"USA","","https://docs.google.com/forms/d/e/1FAIpQLSfpOVcRWyf872R8sHfLif01vV5doAG_2SGADsEgMZp6xVZJEw/viewform","https://docs.google.com/forms/d/e/1FAIpQLSfpOVcRWyf872R8sHfLif01vV5doAG_2SGADsEgMZp6xVZJEw/viewform","","","","NA_Mutual_Aid_Networks.csv",,"2020-04-01"
"Bowling Green Mutual Aid Society","FacebookMutualAid","https://www.facebook.com/pages/category/Charity-Organization/Bowling-Green-Mutual-Aid-Society-100570608177733/","","Bowlinrg Green, KY",,,,"USA","","","","","","","NA_Mutual_Aid_Networks.csv",,"2020-04-01"
"EKY Mutual Aid Volunteer Form","","https://docs.google.com/forms/d/e/1FAIpQLSf5rAKlAnrj23pyjvHQrEezAen9wRRscZ9ImGNFT7JS9xS97Q/viewform?fbclid=IwAR021eCPntap2nhFDUVdYDkzrl7DAIJ16yCR4F7SIRazbCdhbuWfBEtnykE","","Prestonsburg, KY",,,,"USA","","","","","","","NA_Mutual_Aid_Networks.csv",,"2020-04-01"
"COVID-19 Mutual Aid (New Orleans)","FacebookMutualAid","https://www.facebook.com/groups/MutualAidNewOrleans/?ref=br_rs","https://www.facebook.com/groups/MutualAidNewOrleans/?ref=br_rs","New Orleans, LA",,,,"USA","","","","","","","NA_Mutual_Aid_Networks.csv",,"2020-04-01"
"Mutual Aid - New Orleans","FacebookMutualAid","https://www.facebook.com/groups/MutualAidNOLA/?ref=br_rs","https://www.facebook.com/groups/MutualAidNOLA/?ref=br_rs","New Orleans, LA",,,,"USA","","","","","","","NA_Mutual_Aid_Networks.csv",,"2020-04-01"
"GNO Caring Collective","","http://www.gnocaringcollective.org","https://www.facebook.com/GNOCaringCollective/?__tn__=%2Cd%2CP-R&eid=ARD7sgZvrOACkqK5osaiz5_dEOZdUFqkMTkGHrhiuMH855P_CsvgvUGsD_29jKFkskdH6G58Qb0kabpc","New Orleans, LA",,,,"USA","","","","(504) 233-8707","","","NA_Mutual_Aid_Networks.csv",,"2020-04-01"
"NOLA Community Mutual Aid","","https://docs.google.com/spreadsheets/d/1dC2CZVbEK0qIOEiL4J_PtPUJkDHP2WCm2uLX3gVVYeE/edit?fbclid=IwAR2D-LgqWsRvL7vNxSpEmimg5G60xRM3AhmMsE2SJmdl7Pzl8nw9-JChTdE#gid=1247591924","","New Orleans, LA",,,,"USA","","","","","","","NA_Mutual_Aid_Networks.csv",,"2020-04-01"
"New Orleans Mutual Aid Society","FacebookMutualAid","http://www.facebook.com/neworleansmutualaid","http://www.facebook.com/neworleansmutualaid","New Orleans, LA",,,,"USA","","https://docs.google.com/forms/d/1fI1DYToSoci00EaJ94NyFuRDlcT0dSD4sCFdjWK7rkw/viewform?edit_requested=true","https://docs.google.com/forms/d/1fI1DYToSoci00EaJ94NyFuRDlcT0dSD4sCFdjWK7rkw/viewform?edit_requested=true","","","","NA_Mutual_Aid_Networks.csv",,"2020-04-01"
"Massachusetts / Allston and Brighton: Allston/Brighton Mutual Aid","","https://docs.google.com/document/d/1elvhLVePZdLRpTWgNKNYKYacu9wI__7ILMerXPUZjSg/edit?fbclid=IwAR3-SuJl0vthhJfsHhhwhqwE0GPVYak6gl1o6TwfZuZF6QhfkWk5DhxSAi4","","Allston/Brighton, MA",,,,"USA","","","","","","","NA_Mutual_Aid_Networks.csv",,"2020-04-01"
"Mutual Aid Arlington","","https://mutualaidarlington.org/","","Arlington, MA",,,,"USA","","","","","","","NA_Mutual_Aid_Networks.csv",,"2020-04-01"
"Arlington Helps","","https://docs.google.com/forms/d/e/1FAIpQLSfmpJqTK6_63qXzLjmEdd-5zfD1ebMXUSxt4kWJsCyQPKNriw/viewform","","Arlington, MA",,,,"USA","","","","","","","NA_Mutual_Aid_Networks.csv",,"2020-04-01"
"Arlington, MA COVID-19 Community Support","FacebookMutualAid","https://www.facebook.com/groups/201015774573867/","https://www.facebook.com/groups/201015774573867/","Arlington, MA",,,,"USA","","","","","","","NA_Mutual_Aid_Networks.csv",,"2020-04-01"
"Beverly Neighbors Helping Neighbors","","https://docs.google.com/forms/d/e/1FAIpQLSews1VUUpOzf9s7hTdRL_ieuSgEgPwTfGamo6NfHbpCO9Jp9w/viewform?fbclid=IwAR3rvSH9_voZGiX5aA7WojVd6T-nl8YoOeaG2Ep8EUEDTVdPvWkFfkj-e6c","","Beverly, MA",,,,"USA","","","","","","","NA_Mutual_Aid_Networks.csv",,"2020-04-01"
"COVID-19 Greater Boston (mutual aid and resources)","FacebookMutualAid","https://www.facebook.com/groups/591650621562523/?ref=br_rs","https://www.facebook.com/groups/591650621562523/?ref=br_rs","Boston, MA",,,,"USA","","","","","","","NA_Mutual_Aid_Networks.csv",,"2020-04-01"
"FOOD FOR FREE COVID-19 Volunteer Response","","https://docs.google.com/forms/d/e/1FAIpQLSed0cSIoOc7-Fvoms3VHR1Lc44fjql-vTNknz_a-7T_sKDnrw/viewform","","Boston, MA",,,,"USA","","","https://docs.google.com/forms/d/e/1FAIpQLSed0cSIoOc7-Fvoms3VHR1Lc44fjql-vTNknz_a-7T_sKDnrw/viewform","","","","NA_Mutual_Aid_Networks.csv",,"2020-04-01"
"Boston COVID-19 Community Care","","https://docs.google.com/spreadsheets/d/15GYuPYEzBk9KIyH3C3419aYxIMVAsa7BL7nBl9434Mg/edit#gid=0","","Boston, MA",,,,"USA","","","","","","","NA_Mutual_Aid_Networks.csv",,"2020-04-01"
"Boston Queers for Mutual Aid","FacebookMutualAid","https://www.facebook.com/groups/1910113582610797/?ref=br_rs","https://www.facebook.com/groups/1910113582610797/?ref=br_rs","Boston, MA",,,,"USA","","","","","","","NA_Mutual_Aid_Networks.csv",,"2020-04-01"
"MAS Mutual Aid - Massachusetts","","https://docs.google.com/forms/d/e/1FAIpQLSdGyAy3hDF6m7smRkZdj66nSXJ_GhvWN5oBEvDehsLK7fInQQ/viewform","","Boston, MA",,,,"USA","","","","","","","NA_Mutual_Aid_Networks.csv",,"2020-04-01"
"Solidarity Supply Distro","FacebookMutualAid","https://www.facebook.com/SolidaritySupplyDistro/photos/a.103617487940477/103617374607155/?type=3&theater","https://www.facebook.com/SolidaritySupplyDistro/photos/a.103617487940477/103617374607155/?type=3&theater","Boston, MA",,,,"USA","","","","","","","NA_Mutual_Aid_Networks.csv",,"2020-04-01"
"Mutual Aid Brookline","","https://docs.google.com/document/d/18wyL-f2x2j-tFMCsbaxWW98PjY5bVUKfPluFibmX9u8/preview#heading=h.tcdds17vctfu","https://www.facebook.com/groups/243515463708839/","Brookline, MA",,,,"USA","","","https://docs.google.com/spreadsheets/d/1urR54R_NcuBi-9cBbmhZlThgGSjvF0t9ygHvCg5pFhY/preview","","","","NA_Mutual_Aid_Networks.csv",,"2020-04-01"
"Mutual Aid Cambridge","","https://docs.google.com/spreadsheets/d/1ag6FOz4-hiLrCd-Jc5ezI9AMZRdSgRCRNl0mpOrFc5U/edit#gid=1504463383","","Cambridge, MA",,,,"USA","","https://docs.google.com/spreadsheets/d/1ag6FOz4-hiLrCd-Jc5ezI9AMZRdSgRCRNl0mpOrFc5U/edit#gid=1504463383","https://docs.google.com/forms/d/e/1FAIpQLScescGf_Knel1KGJ8fq0MUMzWa-6-CdKHzr5QT8RId8OMU8HA/viewform?fbclid=IwAR2yNMsS2ovYC1j63COmp8c6CK8NOrdy2PJhFsMSHoBBXqjqknBXFidQsO0","","","","NA_Mutual_Aid_Networks.csv",,"2020-04-01"
"Ability to Host or Store Belongings for Harvard College, Low-Income Students","","https://docs.google.com/forms/d/e/1FAIpQLSeV_k4aCXBb8GsDe9_zfrZhlmY4J2kAbmLcElRTAj6GslgfLQ/viewform","","Cambridge, MA",,,,"USA","","","","","","","NA_Mutual_Aid_Networks.csv",,"2020-04-01"
"Western Massachusetts Community Mutual Aid network","","https://docs.google.com/document/d/1s7nxiKPSrAtfSyHDZwPz2M6O5SdiiF4a3z1k-capCXQ/edit","","Chicopee, MA",,,,"USA","","","","","","","NA_Mutual_Aid_Networks.csv",,"2020-04-01"
"Dorchester Community Care","","https://docs.google.com/document/d/1-16k_AKPNkVQXjMGogl913LSAPL7RBF9WL11-ANkXBU/edit","","Dorchester, MA",,,,"USA","","","","","","","NA_Mutual_Aid_Networks.csv",,"2020-04-01"
"Mutual Aid East Boston / Grupo de Apoyo Mutuo East Boston y Chelsea","","https://whatsupeastie.com/coronavirusresponse/mutualaideastie/","","East Boston, MA",,,,"USA","","","","","","","NA_Mutual_Aid_Networks.csv",,"2020-04-01"
"Mutual Aid - Southcoast","","https://docs.google.com/forms/d/e/1FAIpQLScQ6EiuWw92GC1oKde9IH1n5FWFrNlKMWbewH_ZnbyoWBgt2Q/viewform","","Fall River, MA",,,,"USA","","","","","","","NA_Mutual_Aid_Networks.csv",,"2020-04-01"
"Framingham Coronavirus Community Outreach","","https://framinghamoutreach.org/","","Framingham, MA",,,,"USA","","","","","","","NA_Mutual_Aid_Networks.csv",,"2020-04-01"
"Jamaica Plain & Roxbury, MA Mutual Aid","","https://docs.google.com/document/d/1sprOsMLFieTEU6fakfG5mqirp3AUUGKGz6JnDg29n78/edit?fbclid=IwAR0dRAdoZOx3cHeLtwOiQVDhraCGl3UuRQLL-Ed7HvtgCRjwYm9PdkdyQWA","","Jamaica Plain/Roxbury, MA",,,,"USA","","","","","","","NA_Mutual_Aid_Networks.csv",,"2020-04-01"
"Greater Lawrence Mutual Aid Network","","https://docs.google.com/document/d/16NpmoQjnAjyl_U2WAfVpq1ERkN5aCUVwV3Yx7FPRjCo/edit","","Lawrence, MA",,,,"USA","","","","","","","NA_Mutual_Aid_Networks.csv",,"2020-04-01"
"Mutual Aid Lexington","","https://docs.google.com/document/d/1n7Qre55HQ8fFYC9D3BLQ1x5NWXrilNapylo2FAbaXm4/edit","","Lexington, MA",,,,"USA","","","","","","","NA_Mutual_Aid_Networks.csv",,"2020-04-01"
"Lincoln-Sudbury Mutual Aid Network","","https://docs.google.com/document/d/1cn5btAM7rxJoVR1pu8een13cno45FrFtjZvkIEWIKfQ/edit","https://www.facebook.com/groups/lincolnsudburymutualaid","Lincoln, MA",,,,"USA","","https://docs.google.com/forms/d/1a6M79DvFsV9ZnlsPbkJJo7GBwJX68_bpCxotyRET5V0/viewform?edit_requested=true","https://forms.gle/Q9iqskZTYmeaTr8Z7","","","","NA_Mutual_Aid_Networks.csv",,"2020-04-01"
"Lifting Lowellians: Assistance and Mutual Aid","","https://docs.google.com/forms/d/e/1FAIpQLSePh0qGXR-yj_Cq5ZEPi19y2ibothgr5EsPKMUR0EU9U8ODyQ/viewform","","Lowell, MA",,,,"USA","","","","","","","NA_Mutual_Aid_Networks.csv",,"2020-04-01"
"Lynn MA Mutual Aid Disaster Relief","FacebookMutualAid","https://www.facebook.com/groups/242220393479479/","https://www.facebook.com/groups/242220393479479/","Lynn, MA",,,,"USA","","","","","","","NA_Mutual_Aid_Networks.csv",,"2020-04-01"
"Tufts Mutual Aid for Students Affected by COVID-19","FacebookMutualAid","facebook.com/tuftsmutualaid","facebook.com/tuftsmutualaid","Medford, MA",,,,"USA","","","https://docs.google.com/forms/d/e/1FAIpQLSfZnww2E9qB8LfAr6SX__i1qUICM153H2rTxy2QpqS-k6LolQ/viewform?fbclid=IwAR3hUeXk0LMk6gKirc8dghC4tAf5ZrMEfXh3rtMPrEkc-1gn1rYA-mwvlDY","","","","NA_Mutual_Aid_Networks.csv",,"2020-04-01"
"Massachusetts / Medford, Somerville: Mutual Aid Medford and Somerville (MAMAS)","","https://docs.google.com/document/d/1RtYZ1wc8jxcSKDl555WszWhQWlOlSkNnfjIOYV0wXRA/mobilebasic?urp=gmail_link","","Medford/Somerville, MA",,,,"USA","","","https://docs.google.com/forms/d/e/1FAIpQLSdsdGeYXv0cH3TxrMQSBp9A0h9dghnVzl_FajnZdVVAUF2WVg/viewform","339-545-1315","","","NA_Mutual_Aid_Networks.csv",,"2020-04-01"
"Berkshires Volunteer Network","","https://docs.google.com/forms/d/e/1FAIpQLScGcjpSJ99GmDLpbPfU4GGnbhrP7aMNchf519qsciP2KK_YOg/viewform","","Otis, MA",,,,"USA","","","","","","","NA_Mutual_Aid_Networks.csv",,"2020-04-01"
"Revere Mutual Aid","","https://docs.google.com/document/d/1SkHedKaWDfjbNRjKViCuOBzUXLPTbiGFsKqNck-hDG4/edit","","Revere, MA",,,,"USA","","","","","","","NA_Mutual_Aid_Networks.csv",,"2020-04-01"
"South Shore Mutual Aid","","www.southshoremutualaid.com","https://www.facebook.com/southshoremutualaid","Rockland, MA",,,,"USA","","https://docs.google.com/spreadsheets/d/1ZAoM5mCx2gq87gqSQ45kAJWH6cYgXOl19-Y10iTyP1Y/edit?usp=sharing","https://docs.google.com/forms/d/e/1FAIpQLSe7My4I2fvKg95LXURp3i_XwS3PluoS4pi3sKfX021_mLtKEQ/viewform","","","","NA_Mutual_Aid_Networks.csv",,"2020-04-01"
"Salem Together","","https://www.salem.com/home/pages/salem-together","","Salem, MA",,,,"USA","","https://docs.google.com/forms/d/e/1FAIpQLScX-VuYGomAH8cGpHVG9GTrfxnw6MRzY9jP0eWMCizV_TQBdg/viewform","https://docs.google.com/forms/d/e/1FAIpQLSfiCP5d8G64JB1mHY3i5-WoELlH2i_wCWBF1eQH1-M515L8qA/viewform","","","","NA_Mutual_Aid_Networks.csv",,"2020-04-01"
"South End Coronavirus Support (Need help) // Ayuda para Coronavirus en el South End (Necesita ayuda/Quiere ayudar)","","https://docs.google.com/forms/d/e/1FAIpQLScPcSJVwtvjT_rHVC0h-_0scMC1DOuolWUX1LmnPiksAz3UEw/viewform","","South Boston, MA",,,,"USA","","","","","","","NA_Mutual_Aid_Networks.csv",,"2020-04-01"
"Mutual Aid Waltham","","https://docs.google.com/document/d/1JO5HsAb2GYWxEJKkF9yj4aMTmosfBghPEMi_fgdnAUI/edit","","Waltham, MA",,,,"USA","","https://docs.google.com/spreadsheets/d/1MecqUPas8qdDj36X0Ko1GqkNw_JMBSEzYM0JFqR_Fhw/edit?usp=drivesdk","https://docs.google.com/forms/d/e/1FAIpQLSeEJyc26_tVVzVSZzER6TXd8jNrQvclVlcxNSYWIf12Y7Z6qg/viewform","","","","NA_Mutual_Aid_Networks.csv",,"2020-04-01"
"Massachusetts / Worcester: Mutual Aid Worcester","FacebookMutualAid","https://www.facebook.com/groups/2845124148890444/?ref=share","https://www.facebook.com/groups/2845124148890444/?ref=share","Worcester, MA",,,,"USA","","","","","","","NA_Mutual_Aid_Networks.csv",,"2020-04-01"
"Tenants and Housing Association of Worcester","","https://twitter.com/worcesterthaw","https://twitter.com/worcesterthaw","Worcester, MA",,,,"USA","","","","","","","NA_Mutual_Aid_Networks.csv",,"2020-04-01"
"Mutual Aid Worcester","","https://mutualaidworcester.org/","https://www.facebook.com/groups/MutualAidWorcester/","Worchester, MA",,,,"USA","","https://docs.google.com/forms/d/e/1FAIpQLScJgB-SX-mgj2mC8d1Gl0VkPBLeDp0Y6VBpLY5EqZRHsjP5pA/viewform?fbclid=IwAR0Gc2QkwajTPZ8pcFqoKvMuHRLeZL3LxfY47q3IfAgfP4lHK57U9nYMP44","https://docs.google.com/forms/d/e/1FAIpQLScNHqSGJP_JINPubCMwzp_DTDCHlMYusYJ0GZpJCPc8vU8wgg/viewform?fbclid=IwAR0HYxLu0_t3Th0Jpe9L-aDLG_ILr_mbu-X9wIIS6TQOXYw7p36_t145k4c","","","","NA_Mutual_Aid_Networks.csv",,"2020-04-01"
"350 MA & Friends COVID-19 Mutual Aid Needs/Offerings Form","","https://docs.google.com/forms/d/e/1FAIpQLSch5YoXLpT-mfRmYyocdCYJ98flZOK2WFOhhe_khamR-Uv-Eg/viewform","","MA",,,,"USA","","","","","","","NA_Mutual_Aid_Networks.csv",,"2020-04-01"
"Cambridge Mutual Aid Network","","http://www.cambridgemutualaid.info","https://www.facebook.com/groups/CambridgeMutualAid/","Cambridge, MA",,,,"USA","","https://www.cambridgemutualaid.info/need-support","https://www.cambridgemutualaid.info/volunteer","","","","NA_Mutual_Aid_Networks.csv",,"2020-04-01"
"Central Massachusetts Volunteer Aid","","https://docs.google.com/spreadsheets/d/1zxROWAwwaT3LzHqXbhVjMdya_vZq78T9MdCvn1sySr4/edit?fbclid=IwAR3g_ei3dHe-HXLFNMTj-iNGgiWsEI8RXJMIgJYylHKZ0t24tsZondUUFfY#gid=0","https://www.facebook.com/Samuel-Biagetti-for-State-Rep-106054911034700","North Brookfield, MA",,,,"USA","","","https://docs.google.com/spreadsheets/d/1zxROWAwwaT3LzHqXbhVjMdya_vZq78T9MdCvn1sySr4/edit?fbclid=IwAR3g_ei3dHe-HXLFNMTj-iNGgiWsEI8RXJMIgJYylHKZ0t24tsZondUUFfY#gid=0","","","","NA_Mutual_Aid_Networks.csv",,"2020-04-01"
"Concord-Carlisle Mutual Aid","","https://docs.google.com/document/d/1sSUbzdDiSF5_SErmdAQ56S2HoTXlD4WH179lWDm6hXw/edit?usp=sharing","","Carlisle, MA",,,,"USA","","","","","","","NA_Mutual_Aid_Networks.csv",,"2020-04-01"
"Mutual Aid Natick","","https://docs.google.com/spreadsheets/d/16OTVLbBRoE25uemoJuSAa8HvHtQjGkDs8mYBqKYHqLo/edit#gid=1727309836","https://nextdoor.com/g/up7wzouys/","Natick, MA",,,,"USA","","","","","","","NA_Mutual_Aid_Networks.csv",,"2020-04-01"
"Headwaters Neighborhood Mutual Aid","","https://bit.ly/headwatersma","https://bit.ly/headwatersma","Harwich, MA",,,,"USA","","","","","","","NA_Mutual_Aid_Networks.csv",,"2020-04-01"
"Charles River Mutual Aid Program","","https://crmutualaid.com/","","Boston, MA",,,,"USA","","https://forms.gle/BsuShvyQSX24ksDdA","https://forms.gle/ZD93XMMiNZmo6Rg17","","","","NA_Mutual_Aid_Networks.csv",,"2020-04-01"
"Mutual Aid Natick","","https://mutualaidnatick.org/","https://www.facebook.com/mutualaidnatick/?eid=ARD3GHyXHeOZa7P8Z7a_-CmV8zeWI5DHhhnnUgpw2FYYgfo2snrpps3CIfKFVHaPqcgi27rjuWfecXS0","Natick, MA",,,,"USA","","","","","","","NA_Mutual_Aid_Networks.csv",,"2020-04-01"
"Maryland / Baltimore: Mutual Aid and Emergency Relief Fund","FacebookMutualAid","https://www.facebook.com/donate/201582851152373/?fundraiser_source=external_url","https://www.facebook.com/donate/201582851152373/?fundraiser_source=external_url","Baltimore, MD",,,,"USA","","","","","","","NA_Mutual_Aid_Networks.csv",,"2020-04-01"
"Maryland / Baltimore: Neighbors Helping Neighbors (Southeast Baltimore) / Vecinos Ayudando a Vecinos (Sureste de Baltimore)","","https://docs.google.com/forms/d/e/1FAIpQLSfilQYzpjxkZNBvWbEicDhFjLzt-YuXxWhSTy3KVDL5TQe7Dg/viewform","","Southeast Baltimore, Baltimore, MD",,,,"USA","","","","","","","NA_Mutual_Aid_Networks.csv",,"2020-04-01"
"Baltimore Neighborhood Quarantine Response Teams","InformationSite","https://docs.google.com/document/d/1G5JcyxmywcTdNeaSGxUNycl9mtCdGkF4MYPVxEBH4SY/edit","","Baltimore, MD",,,,"USA","","","","","","","NA_Mutual_Aid_Networks.csv",,"2020-04-01"
"Maryland / Baltimore: Alanah’s COVID-19 Emergency Fund for Artists and Freelancers","","https://docs.google.com/forms/d/e/1FAIpQLSfXQfPti1mE5TT8qDjd_DzxkIiG1jPT5BhYcgdFehVTvibZCQ/viewform","","Baltimore, MD",,,,"USA","","","","","","","NA_Mutual_Aid_Networks.csv",,"2020-04-01"
"Maryland / Baltimore: COVID-19 Community Resources","","https://docs.google.com/document/d/1nNPyX4fKk6S6vEU2-VdFrZQvtoqr8ZVUD7eyTT1cetU/edit","","Baltimore, MD",,,,"USA","","","","","","","NA_Mutual_Aid_Networks.csv",,"2020-04-01"
"Baltimore Mutual Aid Network","FacebookMutualAid","https://www.facebook.com/bmoremutualaid/","https://www.facebook.com/bmoremutualaid/","Baltimore, MD",,,,"USA","","https://docs.google.com/forms/d/e/1FAIpQLSc1BiJPX7b_KamyFgqIhpT5I2SUqWi2sGwK0NJaLhxs-JHWIw/viewform","https://docs.google.com/forms/d/e/1FAIpQLSc1BiJPX7b_KamyFgqIhpT5I2SUqWi2sGwK0NJaLhxs-JHWIw/viewform","","","","NA_Mutual_Aid_Networks.csv",,"2020-04-01"
"Food Rescue Baltimore","FacebookMutualAid","https://www.facebook.com/foodrescueday/","https://www.facebook.com/foodrescueday/","Baltimore, MD",,,,"USA","","","","","","","NA_Mutual_Aid_Networks.csv",,"2020-04-01"
"Baltimore Health Professionals Mutual Aid Cooperative","","https://docs.google.com/forms/d/e/1FAIpQLScSleD7Cvv04tJ2GWGfmQue_3WO4ncHHiEuuhgB7fSaKDSqpg/viewform","","Baltimore, MD",,,,"USA","","","","","","","NA_Mutual_Aid_Networks.csv",,"2020-04-01"
"Knollwood Neighborhood Covid-19 Response","","https://docs.google.com/forms/d/e/1FAIpQLSeKfWok4FoQHJRXlmUEiaqtne7eOfuYWnrv69O4WX5e39jzYw/viewform?fbclid=IwAR33STBwrAQMZeHHT_5Obmy7HUVkTBHmg1G45bmgeTHZaR3hkNpRJlzTX2I","","Knollwood, Baltimore, MD",,,,"USA","","","","","","","NA_Mutual_Aid_Networks.csv",,"2020-04-01"
"Community Resources N. Calvert Southern Anne Arundel County","FacebookMutualAid","https://www.facebook.com/groups/1364487107085861","https://www.facebook.com/groups/1364487107085861","Dunkirk, MD",,,,"USA","","","","","","","NA_Mutual_Aid_Networks.csv",,"2020-04-01"
"United Way of Central Maryland Covid 19 Support","","https://www.uwcm.org/main/","https://www.facebook.com/unitedwayofcentralMD","Central Maryland, Frederick, MD",,,,"USA","","","","","","","NA_Mutual_Aid_Networks.csv",,"2020-04-01"
"Fredrick MD-Covid-19 Supply Exchange","FacebookMutualAid","https://www.facebook.com/groups/1083433605349760/about/","https://www.facebook.com/groups/1083433605349760/about/","Fredrick, MD",,,,"USA","","","","","","","NA_Mutual_Aid_Networks.csv",,"2020-04-01"
"Supporting Frederick, Maryland Small Businesses Through Covid-19","FacebookMutualAid","https://www.facebook.com/groups/FrederickCoronaResponse/?ref=br_rs","https://www.facebook.com/groups/FrederickCoronaResponse/?ref=br_rs","Fredrick, MD",,,,"USA","","","","","","","NA_Mutual_Aid_Networks.csv",,"2020-04-01"
"Maryland / Alleghany County: Western MD Meal Response Program","FacebookMutualAid","https://www.facebook.com/groups/2841150659293795/?ref=share","https://www.facebook.com/groups/2841150659293795/?ref=share","Frostburg, MD",,,,"USA","","","","","","","NA_Mutual_Aid_Networks.csv",,"2020-04-01"
"Communities Unbreakable Rockville","","http://unbreakable.community/","","Rockville, MD",,,,"USA","","https://airtable.com/shroTqIywbBQoIbuk","https://airtable.com/shrUnijBFFmXknsbk","","","","NA_Mutual_Aid_Networks.csv",,"2020-04-01"
"Takoma Park Coronavirus Community Service Response","","https://takomaccsr.org","https://www.facebook.com/TakomaCCSR/?modal=admin_todo_tour","Takoma Park, MD",,,,"USA","","","","","","","NA_Mutual_Aid_Networks.csv",,"2020-04-01"
"Covid-19 CommunityConnect Ways to Help","","https://businessvolunteersmd.org/waystohelp/","","MD",,,,"USA","","","","","","","NA_Mutual_Aid_Networks.csv",,"2020-04-01"
"QAC Neighbors Helping Neighbors","FacebookMutualAid","https://www.facebook.com/groups/2988152084539331/","https://www.facebook.com/groups/2988152084539331/","Stevensville, MD",,,,"USA","","","","","","","NA_Mutual_Aid_Networks.csv",,"2020-04-01"
"Good Neighbor Network - Bethesda","","https://www.churchinbethesda.org/gnn","","Bethesda, MD",,,,"USA","","","","","","","NA_Mutual_Aid_Networks.csv",,"2020-04-01"
"COVID-19 Volunteer Network - Paradise","","https://docs.google.com/forms/d/e/1FAIpQLScdWWep2Oo0p1kCX7bNCKuyhNAUTuya2MtECtg3432qvibbBg/viewform","","Paradise, Catonsville, MD",,,,"USA","","","","","","","NA_Mutual_Aid_Networks.csv",,"2020-04-01"
"Capital Area Food Bank COVID-19 Response","","https://www.capitalareafoodbank.org/covid19response/","","MD",,,,"USA","","","","","","","NA_Mutual_Aid_Networks.csv",,"2020-04-01"
"Meal on Wheels of Takoma Park","","https://www.mowtakoma.org/","","Takoma Park, MD",,,,"USA","","","","","","","NA_Mutual_Aid_Networks.csv",,"2020-04-01"
"Manna Covid-19 Response","","https://www.mannafood.org/covidresponse/","","Montgomery County, MD",,,,"USA","","https://docs.google.com/forms/d/e/1FAIpQLSf-mxJKp3iw1-bPUDV1Kx7OaQtndOT7avczbJooDG4qltMpQA/viewform","","","","","NA_Mutual_Aid_Networks.csv",,"2020-04-01"
